"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","INDEX NUMB","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","5C CODE"
"S.U.V. - 4WD","AUDI","Q7",4.2,8,"Auto(S6)",4,5,14,19,16,15.18,23.99,18.18,"P",,,,,,,,,,2672," ","3MODE CLKUP ",4,23,
"S.U.V. - 4WD","BMW","X3 3.0I",3,6,"Manual(M6)",4,29,18,26,21,20.44,33.09,24.69,"P",,,,,,,,,,2035," ",,4,23,
"S.U.V. - 4WD","BMW","X3 3.0I",3,6,"Auto(S6)",4,29,19,26,22,21.45,33.2,25.51,"P",,,,,,,,,,1945," ","3MODE CLKUP ",4,23,
"S.U.V. - 4WD","BMW","X3 3.0SI",3,6,"Manual(M6)",4,29,18,26,21,20.44,33.09,24.69,"P",,,,,,,,,,2035," ",,4,23,
"S.U.V. - 4WD","BMW","X3 3.0SI",3,6,"Auto(S6)",4,29,19,26,22,21.45,33.2,25.51,"P",,,,,,,,,,1945," ","3MODE CLKUP ",4,23,
"S.U.V. - 4WD","BMW","X5 3.0SI",3,6,"Auto(S6)",4,29,17,23,19,19.2,29.6,22.81,"P",,,,,,,,,,2249," ","3MODE CLKUP ",4,23,
"S.U.V. - 4WD","BMW","X5 4.8I",4.8,8,"Auto(S6)",4,47,15,21,17,16.7,26.6,20.06,"P",,,,,,,,,,2514," ","3MODE CLKUP ",4,23,
"S.U.V. - 4WD","BUICK","RAINIER AWD",4.2,6,"Auto(L4)",4,828,15,21,18,17.1,27.5,20.61,"R",,,,,,,,,,2210," ","CLKUP ",4,23,
"S.U.V. - 4WD","BUICK","RAINIER AWD",5.3,8,"Auto(L4)",4,861,15,21,17,16.5,26.8,19.95,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","BUICK","RENDEZVOUS AWD",3.5,6,"Auto(L4)",4,122,18,23,20,19.5,29.7,23.06,"R",,,,,,,,,,1988," ","CLKUP ",2,23,
"S.U.V. - 4WD","CADILLAC","ESCALADE AWD",6.2,8,"Auto(L6)",4,808,13,19,15,14.8,25.6,18.27,"P",,,,,,,,,,2851," ","CLKUP ",2,23,
"S.U.V. - 4WD","CADILLAC","SRX AWD",3.6,6,"Auto(S5)",4,112,16,23,18,17.5,29.5,21.42,"R",,,,,,,,,,2210," ","3MODE CLKUP ",4,23,
"S.U.V. - 4WD","CADILLAC","SRX AWD",4.6,8,"Auto(S6)",4,891,15,22,17,16.3,27.8,20.03,"P",,,,,,,,,,2514," ","CLKUP ",4,23,
"S.U.V. - 4WD","CHEVROLET","EQUINOX AWD",3.4,6,"Auto(L5)",4,153,19,25,21,20.8,32.3,24.77,"R",,,,,,,,,,1892," ","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 AVALANCHE 4WD",5.3,8,"Auto(L4)",4,805,11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2538,"340-400","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 AVALANCHE 4WD",5.3,8,"Auto(L4)",4,803,15,20,17,17,26.6,20.3,"R",,,,,,,,,,2337,"440-530","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 AVALANCHE 4WD",6,8,"Auto(L4)",4,879,14,18,16,16,24.3,18.91,"R",,,,,,,,,,2484," ","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",5.3,8,"Auto(L4)",4,805,11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2538,"340-400","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",5.3,8,"Auto(L4)",4,803,15,20,17,17,26.6,20.3,"R",,,,,,,,,,2337,"440-530","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",6,8,"Auto(L4)",4,879,14,18,16,16,24.3,18.91,"R",,,,,,,,,,2484," ","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.3,8,"Auto(L4)",4,805,11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2538,"340-400","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.3,8,"Auto(L4)",4,803,15,21,17,17,26.6,20.3,"R",,,,,,,,,,2337,"440-530","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","TRAILBLAZER 4WD",4.2,6,"Auto(L4)",4,828,15,21,18,17.1,27.5,20.61,"R",,,,,,,,,,2210," ","CLKUP ",4,23,
"S.U.V. - 4WD","CHEVROLET","TRAILBLAZER 4WD",5.3,8,"Auto(L4)",4,861,15,21,17,16.5,26.8,19.95,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","TRAILBLAZER AWD",6,8,"Auto(L4)",4,823,14,17,15,15.3,21.9,17.7,"P",,,,,,,,,,2851," ","CLKUP ",2,23,
"S.U.V. - 4WD","CHEVROLET","TRAILBLAZER EXT 4WD",5.3,8,"Auto(L4)",4,861,16,20,17,17.4,25.92,20.42,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","CHRYSLER","ASPEN 4WD",4.7,8,"Auto(L5)",4,551,9,13,11,10.7,17.2,12.89,"E",,,,,,,,,,3000,"E85 240","CLKUP ",2,23,
"S.U.V. - 4WD","CHRYSLER","ASPEN 4WD",4.7,8,"Auto(L5)",4,550,14,18,15,15.2,22.9,17.91,"R",,,,,,,,,,2651,"GAS 380","CLKUP ",2,23,
"S.U.V. - 4WD","CHRYSLER","ASPEN 4WD",5.7,8,"Auto(L5)",4,530,14,19,16,15.8,24.6,18.83,"R",,,,,,,,,,2484," ","CLKUP ",1,23,
"S.U.V. - 4WD","CHRYSLER","PACIFICA AWD",4,6,"Auto(L6)",4,820,16,24,19,17.5,30.32,21.61,"R",,,,,,,,,,2091," ","CMODE CLKUP ",4,23,
"S.U.V. - 4WD","DODGE","DURANGO 4WD",4.7,8,"Auto(L5)",4,551,9,13,11,10.7,17.2,12.89,"E",,,,,,,,,,3000,"E85 240","CLKUP ",2,23,
"S.U.V. - 4WD","DODGE","DURANGO 4WD",4.7,8,"Auto(L5)",4,550,14,18,15,15.2,22.9,17.91,"R",,,,,,,,,,2651,"GAS 380","CLKUP ",2,23,
"S.U.V. - 4WD","DODGE","DURANGO 4WD",5.7,8,"Auto(L5)",4,530,14,19,16,15.8,24.6,18.83,"R",,,,,,,,,,2484," ","CLKUP ",1,23,
"S.U.V. - 4WD","DODGE","MAGNUM AWD",3.5,6,"Auto(L5)",4,321,17,24,20,18.8,30.8,22.8,"R",,,,,,,,,,1988," ","CMODE ",4,23,
"S.U.V. - 4WD","DODGE","MAGNUM AWD",5.7,8,"Auto(L5)",4,330,17,24,20,19.2,30.6,23.07,"R",,,,,,,,,,1988," ","CMODE ",1,23,
"S.U.V. - 4WD","DODGE","NITRO 4WD",3.7,6,"Auto(L4)",4,353,17,23,19,19.2,29.1,22.67,"R",,,,,,,,,,2091," ","CLKUP ",2,23,
"S.U.V. - 4WD","DODGE","NITRO 4WD",3.7,6,"Manual(M6)",4,354,18,24,20,20.1,30.7,23.8,"R",,,,,,,,,,1988," ","CLKUP ",2,23,
"S.U.V. - 4WD","DODGE","NITRO 4WD",4,6,"Auto(L5)",4,357,17,22,19,19.1,27.8,22.23,"R",,,,,,,,,,2091," ","CLKUP ",4,23,
"S.U.V. - 4WD","FORD","EDGE AWD",3.5,6,"Auto(L6)",4,731,17,24,20,19.39,30.35,23.15,"R",,,,,,,,,,1988," ","CLKUP ",4,23,
"S.U.V. - 4WD","FORD","ESCAPE 4WD",2.3,4,"Auto(L4)",4,601,21,24,22,23.05,31.29,26.15,"R",,,,,,,,,,1809," ","CLKUP ",4,23,
"S.U.V. - 4WD","FORD","ESCAPE 4WD",2.3,4,"Manual(M5)",4,603,22,27,24,24.6,35.2,28.46,"R",,,,,,,,,,1658," ",,4,23,
"S.U.V. - 4WD","FORD","ESCAPE 4WD",3,6,"Auto(L4)",4,606,19,23,21,20.89,29.54,24.06,"R",,,,,,,,,,1892," ","CLKUP ",4,23,
"S.U.V. - 4WD","FORD","ESCAPE HYBRID 4WD",2.3,4,"Auto(AV)",4,607,32,29,31,35.8,37.3,36.46,"R",,,,,,,,,,1284," ","VLKUP ",4,23,
"S.U.V. - 4WD","FORD","EXPLORER 4WD",4,6,"Auto(L5)",4,705,15,20,17,16.29,25.39,19.42,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","FORD","EXPLORER 4WD",4.6,8,"Auto(L6)",4,707,14,20,16,15.41,25.02,18.63,"R",,,,,,,,,,2484," ","CLKUP ",3,23,
"S.U.V. - 4WD","FORD","FREESTYLE AWD",3,6,"Auto(AV)",4,313,19,24,21,20.79,30.65,24.31,"R",,,,,,,,,,1892," ","VMODE VLKUP ",4,23,
"S.U.V. - 4WD","GMC","ACADIA AWD",3.6,6,"Auto(L6)",4,165,17,24,20,19.3,31,23.25,"R",,,,,,,,,,1988," ","CLKUP ",4,23,
"S.U.V. - 4WD","GMC","ENVOY 4WD",4.2,6,"Auto(L4)",4,828,15,21,18,17.1,27.5,20.61,"R",,,,,,,,,,2210," ","CLKUP ",4,23,
"S.U.V. - 4WD","GMC","ENVOY 4WD",5.3,8,"Auto(L4)",4,861,15,21,17,16.5,26.8,19.95,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","ENVOY XL 4WD",5.3,8,"Auto(L4)",4,861,16,20,17,17.4,25.92,20.42,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.3,8,"Auto(L4)",4,805,11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2538,"340-400","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.3,8,"Auto(L4)",4,803,15,21,17,17,26.6,20.3,"R",,,,,,,,,,2337,"440-530","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","K1500 YUKON DENALI AWD",6.2,8,"Auto(L6)",4,808,13,19,15,14.8,25.6,18.27,"P",,,,,,,,,,2851," ","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(L4)",4,805,11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2538,"340-400","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(L4)",4,803,15,20,17,17,26.6,20.3,"R",,,,,,,,,,2337,"440-530","CLKUP ",2,23,
"S.U.V. - 4WD","GMC","K1500 YUKON XL 4WD",6,8,"Auto(L4)",4,879,14,18,16,16,24.3,18.91,"R",,,,,,,,,,2484," ","CLKUP ",2,23,
"S.U.V. - 4WD","HONDA","CR-V 4WD",2.4,4,"Auto(L5)",4,16,22,28,24,24.55,35.56,28.52,"R",,,,,,,,,,1658," ","CLKUP ",4,23,
"S.U.V. - 4WD","HONDA","ELEMENT 4WD",2.4,4,"Auto(L5)",4,18,21,26,23,23.8,33.5,27.37,"R",,,,,,,,,,1729," ","CLKUP ",4,23,
"S.U.V. - 4WD","HONDA","ELEMENT 4WD",2.4,4,"Manual(M5)",4,18,21,24,22,23.2,31.3,26.26,"R",,,,,,,,,,1809," ",,4,23,
"S.U.V. - 4WD","HONDA","PILOT 4WD",3.5,6,"Auto(L5)",4,20,17,22,19,18.5,28.4,21.94,"R",,,,,,,,,,2091," ","CLKUP ",4,23,
"S.U.V. - 4WD","HUMMER","H3 4WD",3.7,5,"Auto(L4)",4,864,15,19,17,16.7,24.2,19.41,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","HUMMER","H3 4WD",3.7,5,"Manual(M5)",4,865,15,20,17,17,25,19.86,"R",,,,,,,,,,2337," ","SIL ",2,23,
"S.U.V. - 4WD","HYUNDAI","SANTAFE 4WD",2.7,6,"Auto(L4)",4,7,19,25,21,21,31.9,24.82,"R",,,,,,,,,,1892,"V6","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","HYUNDAI","SANTAFE 4WD",2.7,6,"Manual(M5)",4,5,20,25,22,21.7,31.8,25.32,"R",,,,,,,,,,1809,"V6",,4,23,
"S.U.V. - 4WD","HYUNDAI","SANTAFE 4WD",3.3,6,"Auto(L5)",4,22,19,26,21,20.7,32.9,24.85,"R",,,,,,,,,,1892,"V6","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","HYUNDAI","TUCSON 4WD",2,4,"Manual(M5)",4,13,22,26,23,24.1,33.3,27.52,"R",,,,,,103,23,,,1729," ",,4,23,
"S.U.V. - 4WD","HYUNDAI","TUCSON 4WD",2.7,6,"Auto(L4)",4,15,19,24,21,21.3,31.3,24.88,"R",,,,,,103,23,,,1892," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","HYUNDAI","VERACRUZ 4WD",3.8,6,"Auto(L6)",4,21,17,24,19,18.8,30.6,22.75,"R",,,,,,,,,,2091," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","INFINITI","FX35 AWD",3.5,6,"Auto(S5)",4,93,16,21,18,18.07,27.55,21.38,"P",,,,,,,,,,2377," ","CLKUP ",4,23,
"S.U.V. - 4WD","INFINITI","FX45 AWD",4.5,8,"Auto(S5)",4,95,14,18,16,15.86,23.64,18.62,"P",,,,,,,,,,2672," ","CLKUP ",4,23,
"S.U.V. - 4WD","INFINITI","QX56 4WD",5.6,8,"Auto(L5)",4,98,13,18,15,14.5,22.8,17.34,"P",,,,,,,,,,2851," ","CLKUP ",4,23,
"S.U.V. - 4WD","ISUZU","ASCENDER 5-PASSENGER 4WD",4.2,6,"Auto(L4)",4,828,15,21,18,17.1,27.5,20.61,"R",,,,,,,,,,2210," ","CLKUP ",4,23,
"S.U.V. - 4WD","ISUZU","ASCENDER 7-PASSENGER 4WD",5.3,8,"Auto(L4)",4,861,16,20,17,17.4,25.92,20.42,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","COMMANDER 4WD",3.7,6,"Auto(L5)",4,351,16,19,17,17.4,26.1,20.47,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","COMMANDER 4WD",4.7,8,"Auto(L5)",4,717,10,13,11,10.7,17.2,12.89,"E",,,,,,,,,,3000,"E85 230","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","COMMANDER 4WD",4.7,8,"Auto(L5)",4,716,15,19,17,16.7,25.6,19.8,"R",,,,,,,,,,2337,"GAS 340","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","COMMANDER 4WD",5.7,8,"Auto(L5)",4,530,14,18,16,15.8,24.6,18.83,"R",,,,,,,,,,2484," ","CLKUP ",1,23,
"S.U.V. - 4WD","JEEP","COMPASS 4WD",2.4,4,"Auto(AV)",4,851,23,26,25,26.3,33.6,29.15,"R",,,,,,,,,,1590," ","CMODE VLKUP ",4,23,
"S.U.V. - 4WD","JEEP","COMPASS 4WD",2.4,4,"Manual(M5)",4,852,25,29,27,28.05,37.4,31.6,"R",,,,,,,,,,1471," ",,4,23,
"S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",3,6,"Auto(L5)",4,359,20,24,21,21.85,30.7,25.1,"D",,,,,,,,,,1892," ","CLKUP ",4,23,
"S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",3.7,6,"Auto(L5)",4,350,17,21,18,18.4,26.8,21.42,"R",,,,,,,,,,2210," ","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",4.7,8,"Auto(L5)",4,717,10,13,11,10.7,17.2,12.89,"E",,,,,,,,,,3000,"E85 230","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",4.7,8,"Auto(L5)",4,716,15,20,17,16.7,25.6,19.8,"R",,,,,,,,,,2337,"GAS 340","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",5.7,8,"Auto(L5)",4,530,14,19,16,15.8,24.6,18.83,"R",,,,,,,,,,2484," ","CLKUP ",1,23,
"S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",6.1,8,"Auto(L5)",4,422,12,15,13,13.7,19.4,15.79,"P",,,,,,,,,,3287," ","CMODE ",1,23,
"S.U.V. - 4WD","JEEP","LIBERTY/CHEROKEE 4WD",3.7,6,"Auto(L4)",4,90,17,22,19,18.7,28,21.99,"R",,,,,,,,,,2091," ","CLKUP ",2,23,
"S.U.V. - 4WD","JEEP","LIBERTY/CHEROKEE 4WD",3.7,6,"Manual(M6)",4,310,18,22,19,19.5,27.8,22.53,"R",,,,,,,,,,2091," ",,2,23,
"S.U.V. - 4WD","JEEP","PATRIOT 4WD",2.4,4,"Auto(AV)",4,851,23,26,25,26.3,33.6,29.15,"R",,,,,,,,,,1590," ","CMODE VLKUP ",4,23,
"S.U.V. - 4WD","JEEP","PATRIOT 4WD",2.4,4,"Auto(AV)",4,857,21,23,22,26.3,33.6,29.15,"R",,,,,,,,,,1809,"CVT2L","CMODE VLKUP ",4,23,
"S.U.V. - 4WD","JEEP","PATRIOT 4WD",2.4,4,"Manual(M5)",4,852,25,29,27,28.05,37.4,31.6,"R",,,,,,,,,,1471," ",,4,23,
"S.U.V. - 4WD","JEEP","WRANGLER 4WD",3.8,6,"Auto(L4)",4,151,16,19,17,17.76,24.64,20.31,"R",,,,,,,,,,2337," ","CMODE ",2,23,
"S.U.V. - 4WD","JEEP","WRANGLER 4WD",3.8,6,"Manual(M6)",4,154,17,19,18,18.54,25.29,21.07,"R",,,,,,,,,,2210," ",,2,23,
"S.U.V. - 4WD","KIA","SORENTO 4WD",3.3,6,"Auto(L5)",4,13,17,23,19,18.7,30,22.52,"R",,,,,,,,,,2091," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","KIA","SORENTO 4WD",3.8,6,"Auto(L5)",4,4,17,22,19,18.7,28.2,22.04,"R",,,,,,,,,,2091," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","KIA","SPORTAGE 4WD",2,4,"Manual(M5)",4,2,22,26,23,24,33.4,27.48,"R",,,,,,,,,,1729," ",,4,23,
"S.U.V. - 4WD","KIA","SPORTAGE 4WD",2.7,6,"Auto(L4)",4,3,19,23,21,21.1,29.4,24.17,"R",,,,,,,,,,1892," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","LAND ROVER","LR3",4,8,"Auto(S6)",4,3,14,19,16,15.2,24.4,18.31,"R",,,,,,,,,,2484," ","6MODE CLKUP ",4,23,
"S.U.V. - 4WD","LAND ROVER","LR3",4.4,8,"Auto(S6)",4,4,14,19,16,15.2,24,18.2,"R",,,,,,,,,,2484," ","6MODE CLKUP ",4,23,
"S.U.V. - 4WD","LAND ROVER","RANGE ROVER",4.2,8,"Auto(S6)",4,1,13,19,15,14.8,24.3,17.96,"R",,,"S",,,,,,,2651," ","6MODE CLKUP ",4,23,
"S.U.V. - 4WD","LAND ROVER","RANGE ROVER",4.4,8,"Auto(S6)",4,2,14,19,16,15.1,24.8,18.33,"R",,,,,,,,,,2484," ","6MODE CLKUP ",4,23,
"S.U.V. - 4WD","LAND ROVER","RANGE ROVER SPORT",4.2,8,"Auto(S6)",4,5,13,19,15,14.8,24.2,17.93,"R",,,"S",,,,,,,2651," ","6MODE CLKUP ",4,23,
"S.U.V. - 4WD","LAND ROVER","RANGE ROVER SPORT",4.4,8,"Auto(S6)",4,6,14,20,16,15.3,25.2,18.59,"R",,,,,,,,,,2484," ","6MODE CLKUP ",4,23,
"S.U.V. - 4WD","LEXUS","GX 470",4.7,8,"Auto(L5)",4,30,15,19,17,17,24.2,19.63,"P",,,,,,,,,,2514," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","LEXUS","LX 470",4.7,8,"Auto(L5)",4,28,13,17,15,14.95,21.25,17.25,"P",,,,,,,,,,2851," ","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","LEXUS","RX 350 4WD",3.5,6,"Auto(L5)",4,20,19,24,21,21.1,30.9,24.61,"P",,,,,,,,,,2035," ","CLKUP ",4,23,
"S.U.V. - 4WD","LEXUS","RX 350 4WD",3.5,6,"Auto(S5)",4,20,19,24,21,21.1,30.9,24.61,"P",,,,,,,,,,2035," ","CLKUP ",4,23,
"S.U.V. - 4WD","LEXUS","RX 400H 4WD",3.3,6,"Auto(AV)",4,23,31,27,29,34.28,34.27,34.28,"P",,,,,,,,,,1475,"HEV",,4,23,
"S.U.V. - 4WD","LINCOLN","MKX AWD",3.5,6,"Auto(L6)",4,741,17,24,20,19.39,30.35,23.15,"R",,,,,,,,,,1988," ","CLKUP ",4,23,
"S.U.V. - 4WD","MAZDA","CX-7 4WD",2.3,4,"Auto(S6)",4,1,18,24,20,20.2,30.2,23.74,"P",,"T",,,,,,,,2138," ","DC/FW",4,23,
"S.U.V. - 4WD","MAZDA","CX-9 4WD",3.5,6,"Auto(S6)",4,11,16,22,18,18,28.6,21.6,"R",,,,,,,,,,2210," ","DC/FW",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","G500",5,8,"Auto(L7)",4,52,13,16,14,14.2,20.5,16.48,"P",,,,,,124,49,,,3052," ","EMS 2MODE CLKUP",3,23,
"S.U.V. - 4WD","MERCEDES-BENZ","G55 AMG",5.4,8,"Auto(L5)",4,53,12,14,13,13.2,18.5,15.15,"P",,,,,,124,49,,,3287," ","EMS 2MODE CLKUP",3,23,
"S.U.V. - 4WD","MERCEDES-BENZ","GL320 CDI 4MATIC",3,6,"Auto(L7)",4,51,20,25,22,22.5,32.5,26.12,"D",,"T",,,,143,16,,,1809," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","GL450 4MATIC",4.6,8,"Auto(L7)",4,3,15,19,16,16.3,23.8,18.99,"P",,,,,,143,16,,,2672," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","ML320 CDI 4MATIC",3,6,"Auto(L7)",4,43,21,27,23,23.8,34,27.51,"D",,"T",,,,107,41,,,1729," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","ML350 4MATIC",3.5,6,"Auto(L7)",4,40,17,21,19,18.6,27.5,21.77,"P",,,,,,107,41,,,2249," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","ML500 4MATIC",5,8,"Auto(L7)",4,33,14,19,16,15.6,23.8,18.46,"P",,,,,,107,41,,,2672," ","EMS 2MODE CLKUP",3,23,
"S.U.V. - 4WD","MERCEDES-BENZ","ML63 AMG",6.2,8,"Auto(S7)",4,19,12,16,13,13,19.9,15.4,"P",,,,,,107,41,,,3287," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","R320 CDI 4MATIC",3,6,"Auto(L7)",4,48,21,28,24,23.9,36.1,28.19,"D",,"T",,,,148,14,,,1658," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","R350 4MATIC",3.5,6,"Auto(L7)",4,32,16,21,18,18.1,27,21.25,"P",,,,,,148,14,,,2377," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCEDES-BENZ","R500 4MATIC",5,8,"Auto(L7)",4,41,14,19,16,15,24.3,18.12,"P",,,,,,148,14,,,2672," ","EMS 2MODE CLKUP",3,23,
"S.U.V. - 4WD","MERCEDES-BENZ","R63 AMG",6.2,8,"Auto(S7)",4,18,12,16,13,12.9,20.7,15.53,"P",,,,,,148,14,,,3287," ","EMS 2MODE CLKUP",4,23,
"S.U.V. - 4WD","MERCURY","MARINER 4WD",2.3,4,"Auto(L4)",4,609,21,24,22,23.05,31.29,26.15,"R",,,,,,,,,,1809," ","CLKUP ",4,23,
"S.U.V. - 4WD","MERCURY","MARINER 4WD",3,6,"Auto(L4)",4,613,19,23,21,20.89,29.54,24.06,"R",,,,,,,,,,1892," ","CLKUP ",4,23,
"S.U.V. - 4WD","MERCURY","MARINER HYBRID 4WD",2.3,4,"Auto(AV)",4,615,32,29,31,35.8,37.3,36.46,"R",,,,,,,,,,1284," ","VLKUP ",4,23,
"S.U.V. - 4WD","MERCURY","MOUNTAINEER 4WD",4,6,"Auto(L5)",4,709,15,20,17,16.29,25.39,19.42,"R",,,,,,,,,,2337," ","CLKUP ",2,23,
"S.U.V. - 4WD","MERCURY","MOUNTAINEER 4WD",4.6,8,"Auto(L6)",4,711,14,20,16,15.41,25.02,18.63,"R",,,,,,,,,,2484," ","CLKUP ",3,23,
"S.U.V. - 4WD","MITSUBISHI","ENDEAVOR 4WD",3.8,6,"Auto(S4)",4,115,17,21,19,18.7,27.4,21.82,"P",,,,,,,,,,2249,"SOHC","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","MITSUBISHI","OUTLANDER 4WD",3,6,"Auto(S6)",4,132,19,26,22,21.31,32.7,25.27,"R",,,,,,,,,,1809,"SOHC","2MODE CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","ARMADA 4WD",5.6,8,"Auto(L5)",4,97,13,18,15,14.64,23.23,17.57,"R",,,,,,,,,,2651," ","CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","ARMADA 4WD",5.6,8,"Auto(L5)",4,101,10,13,11,10.7,16.74,12.78,"E",,,,,,,,,,3000,"RNG310","CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","ARMADA 4WD",5.6,8,"Auto(L5)",4,100,13,18,15,14.72,23.3,17.65,"R",,,,,,,,,,2651,"RNG420","CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","MURANO AWD",3.5,6,"Auto(AV)",4,92,20,24,21,21.71,31.41,25.21,"P",,,,,,,,,,2035," ","VMODE CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","PATHFINDER 4WD",4,6,"Auto(L5)",4,83,16,21,18,17.33,27.09,20.68,"P",,,,,,,,,,2377," ","CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","XTERRA 4WD",4,6,"Auto(L5)",4,85,16,21,18,17.8,26.9,21,"R",,,,,,,,,,2210," ","CLKUP ",4,23,
"S.U.V. - 4WD","NISSAN","XTERRA 4WD",4,6,"Manual(M6)",4,85,17,21,19,19.3,27.3,22.23,"R",,,,,,,,,,2091," ",,4,23,
"S.U.V. - 4WD","PONTIAC","TORRENT AWD",3.4,6,"Auto(L5)",4,153,19,25,21,20.8,32.3,24.77,"R",,,,,,,,,,1892," ","CLKUP ",2,23,
"S.U.V. - 4WD","PORSCHE","CAYENNE",3.6,6,"Auto(L6)",4,500,16,22,18,17.9,27.6,21.26,"P",,,,,,,,,,2377," ","2MODE ",4,23,
"S.U.V. - 4WD","PORSCHE","CAYENNE",3.6,6,"Manual(M6)",4,500,15,22,18,17,28.1,20.68,"P",,,,,,,,,,2377," ",,4,23,
"S.U.V. - 4WD","PORSCHE","CAYENNE S",4.8,8,"Auto(L6)",4,600,14,21,17,16,26.4,19.45,"P",,,,,,,,,,2514," ","2MODE ",4,23,
