"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","INDEX NUMB","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","5C CODE"
"COMPACT CARS","VOLVO","S40 AWD",2.5,5,"Auto(S5)",4,3,20,28,23,22.36,36.2,27,"P",,"T",,,,92,13,,,1860," ","2MODE CLKUP ",4,4,
"COMPACT CARS","VOLVO","S40 FWD",2.4,5,"Manual(M5)","F",8,22,29,24,24,37.5,28.64,"P",,,,,,92,13,,,1783," ",,4,4,
"COMPACT CARS","VOLVO","S40 FWD",2.4,5,"Auto(S5)","F",8,22,31,25,24.62,39.23,29.57,"P",,,,,,92,13,,,1710," ","2MODE CLKUP ",4,4,
"COMPACT CARS","VOLVO","S40 FWD",2.5,5,"Manual(M6)","F",3,21,30,24,23.1,37.9,28.02,"P",,"T",,,,92,13,,,1783," ",,4,4,
"COMPACT CARS","VOLVO","S40 FWD",2.5,5,"Auto(S5)","F",3,21,30,25,23.72,38.75,28.74,"P",,"T",,,,92,13,,,1710," ","2MODE CLKUP ",4,4,
"COMPACT CARS","VOLVO","S60 AWD",2.5,5,"Auto(L5)",4,3,20,27,23,21.9,35.2,26.39,"P",,"T",,,,94,14,,,1860," ","CLKUP ",4,4,
"COMPACT CARS","VOLVO","S60 AWD",2.5,5,"Auto(S5)",4,3,20,28,23,22.36,36.2,27,"P",,"T",,,,94,14,,,1860," ","2MODE CLKUP ",4,4,
"COMPACT CARS","VOLVO","S60 FWD",2.4,5,"Manual(M6)","F",2,21,28,23,22.9,35.6,27.28,"P",,"T",,,,94,14,,,1860," ",,4,4,
"COMPACT CARS","VOLVO","S60 FWD",2.4,5,"Auto(S5)","F",2,20,28,23,22.2,36.5,26.95,"P",,"T",,,,94,14,,,1860," ","2MODE CLKUP ",4,4,
"COMPACT CARS","VOLVO","S60 FWD",2.5,5,"Auto(L5)","F",3,21,30,24,23.5,38.6,28.52,"P",,"T",,,,94,14,,,1783," ","CLKUP ",4,4,
"COMPACT CARS","VOLVO","S60 FWD",2.5,5,"Auto(S5)","F",3,21,30,25,23.72,38.75,28.74,"P",,"T",,,,94,14,,,1710," ","2MODE CLKUP ",4,4,
"COMPACT CARS","VOLVO","S60 R AWD",2.5,5,"Manual(M6)",4,10,18,24,21,20.2,31.3,24.04,"P",,"T",,,,94,14,,,2035," ",,4,4,
"COMPACT CARS","VOLVO","S60 R AWD",2.5,5,"Auto(S6)",4,10,17,25,20,19.2,32.49,23.53,"P",,"T",,,,94,14,,,2138," ","2MODE CLKUP ",4,4,
"MIDSIZE CARS","ACURA","RL",3.5,6,"Auto(S5)",4,13,18,26,21,20.3,33.04,24.56,"P",,,,,,99,13,,,2035," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","ACURA","TL",3.2,6,"Auto(S5)","F",12,20,29,23,22.45,37,27.28,"P",,,,,,98,12,,,1860," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","ACURA","TL",3.5,6,"Manual(M6)","F",14,20,29,24,22.6,37.7,27.57,"P",,,,,,98,12,,,1783," ",,4,5,
"MIDSIZE CARS","ACURA","TL",3.5,6,"Auto(S5)","F",14,19,28,22,21.2,35.7,25.94,"P",,,,,,98,12,,,1945," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","AUDI","A6",3.1,6,"Auto(AV)","F",12,21,29,24,23,37.56,27.86,"P",,,,,,98,16,,,1783," ","3MODE ",4,5,
"MIDSIZE CARS","AUDI","A6 QUATTRO",3.1,6,"Auto(S6)",4,12,19,27,22,21.47,34.56,25.88,"P",,,,,,98,16,,,1945," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","AUDI","A6 QUATTRO",4.2,8,"Auto(S6)",4,15,18,25,20,19.89,31.5,23.85,"P",,,,,,98,16,,,2138," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","AUDI","A8",4.2,8,"Auto(S6)",4,15,18,25,20,19.89,31.5,23.85,"P",,,,,,100,15,,,2138," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","AUDI","S6",5.2,10,"Auto(S6)",4,21,15,21,18,17.2,26.7,20.48,"P","G",,,,,98,16,,,2377," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","AUDI","S8",5.2,10,"Auto(S6)",4,21,14,20,16,15.7,25.7,19.03,"P","G",,,,,100,15,,,2672," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BENTLEY","ARNAGE",6.7,8,"Auto(S6)","R",22,11,16,12,11.69,20.29,14.45,"P","G","T",,,,104,13,,,3561," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BENTLEY","CONTINENTAL FLYING SPUR",6,12,"Auto(S6)",4,14,11,18,14,12.57,23.33,15.87,"P","G","T",,,,102,13,,,3052," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BMW","525I",3,6,"Manual(M6)","R",30,20,30,24,22.56,38.8,27.79,"P",,,,,,99,14,,,1783," ",,4,5,
"MIDSIZE CARS","BMW","525I",3,6,"Auto(S6)","R",30,21,30,24,23.07,38.65,28.18,"P",,,,,,99,14,,,1783," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BMW","525XI",3,6,"Manual(M6)",4,30,19,28,22,21.19,35.63,25.92,"P",,,,,,99,14,,,1945," ",,4,5,
"MIDSIZE CARS","BMW","525XI",3,6,"Auto(S6)",4,30,20,27,23,21.84,35.03,26.3,"P",,,,,,99,14,,,1860," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BMW","530I",3,6,"Manual(M6)","R",30,20,30,24,22.56,38.8,27.79,"P",,,,,,99,14,,,1783," ",,4,5,
"MIDSIZE CARS","BMW","530I",3,6,"Auto(S6)","R",30,21,30,24,23.07,38.65,28.18,"P",,,,,,99,14,,,1783," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BMW","530I",3,6,"Auto(S6)","R",31,19,27,22,20.84,34.76,25.42,"P",,,,,,99,14,,,1945,"SMG TRANS","4MODE ",4,5,
"MIDSIZE CARS","BMW","530XI",3,6,"Manual(M6)",4,30,19,28,22,21.19,35.63,25.92,"P",,,,,,99,14,,,1945," ",,4,5,
"MIDSIZE CARS","BMW","530XI",3,6,"Auto(S6)",4,30,20,27,23,21.84,35.03,26.3,"P",,,,,,99,14,,,1860," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BMW","550I",4.8,8,"Manual(M6)","R",48,17,24,19,18.8,30.4,22.7,"P",,,,,,99,14,,,2249," ",,4,5,
"MIDSIZE CARS","BMW","550I",4.8,8,"Auto(S6)","R",48,17,25,20,19.13,31.61,23.26,"P",,,,,,99,14,,,2138," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","BMW","550I",4.8,8,"Auto(S6)","R",49,16,22,18,17.29,28.06,20.9,"P","G",,,,,99,14,,,2377,"SMG TRANS","4MODE ",4,5,
"MIDSIZE CARS","BMW","M5",5,10,"Manual(M6)","R",51,12,18,14,13.1,23.2,16.29,"P","G",,,,,99,14,,,3052," ",,4,5,
"MIDSIZE CARS","BMW","M5",5,10,"Auto(S7)","R",50,12,18,14,13.09,23.68,16.39,"P","G",,,,,99,14,,,3052,"SMG TRANS","6MODE CLKUP ",4,5,
"MIDSIZE CARS","BUICK","LACROSSE/ALLURE",3.6,6,"Auto(L4)","F",118,19,27,22,21,34.8,25.56,"R",,,,,,100,16,,,1809," ","CLKUP ",4,5,
"MIDSIZE CARS","BUICK","LACROSSE/ALLURE",3.8,6,"Auto(L4)","F",106,20,30,23,21.7,38.3,26.96,"R",,,,,,100,16,,,1729," ","CLKUP ",2,5,
"MIDSIZE CARS","CADILLAC","CTS",2.8,6,"Manual(M6)","R",110,17,27,21,19.2,34.5,23.99,"R",,,,,,99,13,,,1892," ",,4,5,
"MIDSIZE CARS","CADILLAC","CTS",2.8,6,"Auto(S5)","R",109,18,27,21,20,34.1,24.57,"R",,,,,,99,13,,,1892," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CADILLAC","CTS",3.6,6,"Manual(M6)","R",108,17,26,20,18.5,33.9,23.25,"R",,,,,,99,13,,,1988," ",,4,5,
"MIDSIZE CARS","CADILLAC","CTS",3.6,6,"Auto(S5)","R",107,18,27,21,19.51,35.2,24.41,"R",,,,,,99,13,,,1892," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CADILLAC","CTS",6,8,"Manual(M6)","R",103,15,24,18,17.01,30.19,21.17,"P","G",,,,,99,13,,,2377," ",,2,5,
"MIDSIZE CARS","CADILLAC","STS",3.6,6,"Auto(S5)","R",107,18,27,21,19.51,35.2,24.41,"R",,,,,,102,14,,,1892," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CADILLAC","STS",4.4,8,"Auto(S6)","R",150,14,21,16,15,26.6,18.66,"P","G",,"S",,,102,14,,,2672," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CADILLAC","STS",4.6,8,"Auto(S6)","R",151,17,27,20,18.5,34,23.27,"P",,,,,,102,14,,,2138," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CADILLAC","STS AWD",3.6,6,"Auto(S5)",4,149,17,25,20,19.4,32.2,23.63,"R",,,,,,,,,,1988," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CADILLAC","STS AWD",4.6,8,"Auto(S6)",4,162,15,23,18,17,29.5,21.01,"P","G",,,,,,,,,2377," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","CHEVROLET","MALIBU",2.2,4,"Auto(L4)","F",139,24,34,28,27.1,43.6,32.66,"R",,,,,,101,15,,,1419," ","CLKUP ",4,5,
"MIDSIZE CARS","CHEVROLET","MALIBU",3.5,6,"Auto(L4)","F",146,22,32,25,24,41.5,29.62,"R",,,,,,101,15,,,1590," ","CLKUP ",2,5,
"MIDSIZE CARS","CHEVROLET","MALIBU",3.9,6,"Auto(S4)","F",138,18,26,21,20.5,32.7,24.64,"R",,,,,,101,15,,,1892," ","2MODE CLKUP ",2,5,
"MIDSIZE CARS","CHEVROLET","MONTE CARLO",3.5,6,"Auto(L4)","F",146,21,31,25,24,41.5,29.62,"R",,,,97,16,,,,,1590," ","CLKUP ",2,5,
"MIDSIZE CARS","CHEVROLET","MONTE CARLO",3.5,6,"Auto(L4)","F",142,16,23,19,17.6,30,21.62,"E",,,,97,16,,,,,1736,320,"CLKUP ",2,5,
"MIDSIZE CARS","CHEVROLET","MONTE CARLO",3.5,6,"Auto(L4)","F",141,21,31,25,23.7,40,29.02,"R",,,,97,16,,,,,1590,"400-425","CLKUP ",2,5,
"MIDSIZE CARS","CHEVROLET","MONTE CARLO",5.3,8,"Auto(L4)","F",136,18,27,21,20.2,34.1,24.74,"P",,,,97,16,,,,,2035," ","CLKUP ",2,5,
"MIDSIZE CARS","CHRYSLER","SEBRING",2.4,4,"Auto(L4)","F",854,24,32,27,26.9,41.7,32.01,"R",,,,,,,,,,1471," ","CMODE ",4,5,
"MIDSIZE CARS","CHRYSLER","SEBRING",2.7,6,"Auto(L4)","F",841,15,22,18,16.9,27.8,20.52,"E",,,,,,,,,,1835,"E85 300",,4,5,
"MIDSIZE CARS","CHRYSLER","SEBRING",2.7,6,"Auto(L4)","F",840,22,30,25,24.2,38.3,29.01,"R",,,,,,,,,,1590,"GAS 420",,4,5,
"MIDSIZE CARS","CHRYSLER","SEBRING",3.5,4,"Auto(L6)","F",863,18,28,22,20.2,35.9,25.15,"R",,,,,,,,,,1809," ","CMODE ",6,5,
"MIDSIZE CARS","FERRARI","FERRARI 612 SCAGLIETTI",5.7,12,"Auto(A6)","R",2,10,17,13,11.45,21.7,14.54,"P","G",,,105,6,,,,,3287," ","3MODE ",4,5,
"MIDSIZE CARS","FERRARI","FERRARI 612 SCAGLIETTI",5.7,12,"Manual(M6)","R",2,11,17,13,11.7,21.3,14.68,"P","G",,,105,6,,,,,3287," ",,4,5,
"MIDSIZE CARS","FORD","FUSION",2.3,4,"Auto(L5)","F",160,23,31,26,25.39,39.97,30.38,"R",,,,,,100,16,,,1530," ","CLKUP ",4,5,
"MIDSIZE CARS","FORD","FUSION",2.3,4,"Manual(M5)","F",161,23,31,26,25.8,40.3,30.78,"R",,,,,,100,16,,,1530," ",,4,5,
"MIDSIZE CARS","FORD","FUSION",3,6,"Auto(L6)","F",162,20,28,23,22.3,36.1,26.93,"R",,,,,,100,16,,,1729," ","CLKUP ",4,5,
"MIDSIZE CARS","FORD","FUSION AWD",3,6,"Auto(L6)",4,163,19,26,21,20.7,33.9,25.1,"R",,,,,,100,16,,,1892," ","CLKUP ",4,5,
"MIDSIZE CARS","HONDA","ACCORD",2.4,4,"Auto(L5)","F",9,24,34,28,27.01,43.48,32.56,"R",,,,91,13,103,14,,,1419," ","CLKUP ",4,5,
"MIDSIZE CARS","HONDA","ACCORD",2.4,4,"Manual(M5)","F",9,26,34,29,28.8,43.3,33.91,"R",,,,91,13,103,14,,,1371," ",,4,5,
"MIDSIZE CARS","HONDA","ACCORD",3,6,"Auto(L5)","F",10,20,29,23,22.68,36.81,27.42,"R",,,,91,13,103,14,,,1729," ","CLKUP ",4,5,
"MIDSIZE CARS","HONDA","ACCORD",3,6,"Manual(M6)","F",10,21,30,24,22.85,37.98,27.84,"R",,,,91,13,103,14,,,1658," ",,4,5,
"MIDSIZE CARS","HONDA","ACCORD HYBRID",3,6,"Auto(L5)","F",11,28,35,31,31.3,45.2,36.33,"R",,,,,,103,11,,,1284,"HEV","EMS CLKUP ",4,5,
"MIDSIZE CARS","HYUNDAI","ELANTRA",2,4,"Auto(L4)","F",16,28,36,31,31.64,46.23,36.88,"R",,,,,,98,14,,,1284," ","CLKUP ",4,5,
"MIDSIZE CARS","HYUNDAI","ELANTRA",2,4,"Manual(M5)","F",16,28,36,31,31,46,36.33,"R",,,,,,98,14,,,1284," ",,4,5,
"MIDSIZE CARS","INFINITI","G35",3.5,6,"Manual(M6)","R",34,19,27,22,21.5,34.6,25.92,"P",,,,,,99,14,,,1945," ",,4,5,
"MIDSIZE CARS","INFINITI","G35",3.5,6,"Auto(S5)","R",34,19,26,22,21.4,33,25.42,"P",,,,,,99,14,,,1945," ","CLKUP ",4,5,
"MIDSIZE CARS","INFINITI","G35X",3.5,6,"Auto(S5)",4,34,19,25,21,20.8,32.2,24.74,"P",,,,,,99,14,,,2035," ","CLKUP ",4,5,
"MIDSIZE CARS","JAGUAR","JAGUAR S-TYPE 3.0 LITRE",3,6,"Auto(L6)","R",301,19,28,22,21.15,35.65,25.89,"P",,,,,,98,12,,,1945," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","JAGUAR","JAGUAR S-TYPE 4.2 LITRE",4.2,8,"Auto(L6)","R",303,18,26,21,20.05,33.15,24.38,"P",,,,,,98,12,,,2035," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","JAGUAR","JAGUAR S-TYPE R",4.2,8,"Auto(L6)","R",304,17,23,19,18.75,30.05,22.57,"P",,,"S",,,98,12,,,2249," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","JAGUAR","JAGUAR X-TYPE SPORT BRAKE",3,6,"Auto(L5)",4,406,18,24,20,19.6,30.95,23.47,"P",,,,,,90,24,,,2138," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","KIA","OPTIMA",2.4,4,"Auto(L5)","F",5,24,34,28,26.9,43.4,32.45,"R",,,,,,104,14,,,1419," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","KIA","OPTIMA",2.4,4,"Manual(M5)","F",5,24,34,28,27.1,43.6,32.66,"R",,,,,,104,14,,,1419," ",,4,5,
"MIDSIZE CARS","KIA","OPTIMA",2.7,6,"Auto(L5)","F",6,22,30,25,24.6,39.1,29.53,"R",,,,,,104,14,,,1590," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","KIA","SPECTRA",2,4,"Auto(L4)","F",12,27,35,30,29.82,44.55,35.03,"R",,,,,,97,12,98,18,1324," ","CLKUP ",4,5,
"MIDSIZE CARS","KIA","SPECTRA",2,4,"Manual(M5)","F",12,27,33,29,29.46,42.26,34.11,"R",,,,,,97,12,98,18,1371," ",,4,5,
"MIDSIZE CARS","LEXUS","ES 350",3.5,6,"Auto(S6)","F",9,21,30,25,23.8,38.3,28.69,"P",,,,,,95,15,,,1710," ","CLKUP ",4,5,
"MIDSIZE CARS","LEXUS","GS 350",3.5,6,"Auto(S6)","R",13,21,29,24,23.85,37.04,28.4,"P",,,,,,98,13,,,1783," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","LEXUS","GS 350 AWD",3.5,6,"Auto(S6)",4,13,20,27,23,22.4,34.75,26.66,"P",,,,,,98,13,,,1860," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","LEXUS","GS 430",4.3,8,"Auto(S6)","R",15,18,25,21,20.38,31.81,24.31,"P",,,,,,98,13,,,2035," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","LEXUS","LS 460",4.6,8,"Auto(S8)","R",16,19,27,22,20.85,34.65,25.4,"P",,,,,,103,13,,,1945," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","LEXUS","LS 460 L",4.6,8,"Auto(S8)","R",32,18,27,21,20.2,34.05,24.73,"P",,,,,,103,11,,,2035," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","LINCOLN-MERCURY","MILAN",2.3,4,"Auto(L5)","F",170,23,31,26,25.39,39.97,30.38,"R",,,,,,100,16,,,1530," ","CLKUP ",4,5,
"MIDSIZE CARS","LINCOLN-MERCURY","MILAN",2.3,4,"Manual(M5)","F",171,23,31,26,25.8,40.3,30.78,"R",,,,,,100,16,,,1530," ",,4,5,
"MIDSIZE CARS","LINCOLN-MERCURY","MILAN",3,6,"Auto(L6)","F",172,20,28,23,22.3,36.1,26.93,"R",,,,,,100,16,,,1729," ","CLKUP ",4,5,
"MIDSIZE CARS","LINCOLN-MERCURY","MILAN AWD",3,6,"Auto(L6)",4,173,19,26,21,20.7,33.9,25.1,"R",,,,,,,,,,1892," ","CLKUP ",4,5,
"MIDSIZE CARS","LINCOLN-MERCURY","MKZ AWD",3.5,6,"Auto(L6)",4,181,18,26,21,19.8,32.8,24.1,"R",,,,,,99,16,,,1892," ","CLKUP ",4,5,
"MIDSIZE CARS","LINCOLN-MERCURY","MKZ FWD",3.5,6,"Auto(L6)","F",180,19,27,22,20.7,34.8,25.32,"R",,,,,,99,16,,,1809," ","CLKUP ",4,5,
"MIDSIZE CARS","MAZDA","MAZDA 6",2.3,4,"Manual(M5)","F",5,24,32,27,26.15,40.55,31.12,"R",,,,,,96,14,96,22,1471," ",,4,5,
"MIDSIZE CARS","MAZDA","MAZDA 6",2.3,4,"Manual(M6)",4,10,19,25,21,20.9,32.6,24.93,"P",,"T",,,,96,14,96,22,2035,"MAZDA6 T/C",,4,5,
"MIDSIZE CARS","MAZDA","MAZDA 6",2.3,4,"Auto(S5)","F",5,24,31,26,26.17,39.35,30.81,"R",,,,,,96,14,96,22,1530," ","DC/FW",4,5,
"MIDSIZE CARS","MAZDA","MAZDA 6",3,6,"Manual(M5)","F",6,19,27,22,21.5,34.5,25.89,"R",,,,,,96,14,96,22,1809," ",,4,5,
"MIDSIZE CARS","MAZDA","MAZDA 6",3,6,"Auto(S6)","F",6,20,27,22,21.82,35.05,26.28,"R",,,,,,96,14,96,22,1809," ","DC/FW",4,5,
"MIDSIZE CARS","MERCEDES-BENZ","E320 BLUETEC",3,6,"Auto(L7)","R",49,26,35,30,29.1,45.3,34.68,"D",,"T",,,,97,14,,,1324," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","MERCEDES-BENZ","E350",3.5,6,"Auto(L7)","R",23,19,26,21,20.7,33.84,25.08,"P",,,,,,97,14,,,2035," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","MERCEDES-BENZ","E350 4MATIC",3.5,6,"Auto(L5)",4,27,18,24,21,20.3,31.4,24.14,"P",,,,,,97,14,,,2035," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","MERCEDES-BENZ","E550",5.5,8,"Auto(L7)","R",35,15,23,18,17.2,29.6,21.2,"P","G",,,,,97,14,,,2377," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","MERCEDES-BENZ","E550 4MATIC",5.5,8,"Auto(L5)",4,24,15,22,17,16.7,27.8,20.36,"P","G",,,,,97,14,,,2514," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","MERCEDES-BENZ","E63 AMG",6.2,8,"Auto(S7)","R",16,14,20,16,15.2,25.7,18.62,"P","G",,,,,97,14,,,2672," ","EMS 2MODE CLKUP",4,5,
"MIDSIZE CARS","MITSUBISHI","GALANT",2.4,4,"Auto(S4)","F",31,23,30,25,25.34,38.09,29.84,"R",,,,,,99,13,,,1590,"SOHC","2MODE CLKUP ",4,5,
"MIDSIZE CARS","MITSUBISHI","GALANT",3.8,6,"Auto(S5)","F",32,18,27,22,20.49,34.65,25.11,"P",,,,,,99,13,,,1945,"SOHC","2MODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","ALTIMA",2.5,4,"Auto(AV)","F",12,26,34,29,29.32,43.32,34.31,"R",,,,,,101,18,,,1371," ","VMODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","ALTIMA",2.5,4,"Manual(M6)","F",12,26,35,30,29.42,45.5,34.99,"R",,,,,,101,18,,,1324," ",,4,5,
"MIDSIZE CARS","NISSAN","ALTIMA",3.5,6,"Auto(AV)","F",21,22,28,24,24.56,35.83,28.61,"P",,,,,,101,18,,,1783," ","VMODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","ALTIMA",3.5,6,"Manual(M6)","F",21,21,29,24,23.3,37.8,28.16,"P",,,,,,101,18,,,1783," ",,4,5,
"MIDSIZE CARS","NISSAN","ALTIMA HYBRID",2.5,4,"Auto(AV)","F",15,42,36,39,46.8,46.6,46.71,"R",,,,,,101,10,,,1018,"HEV","EMS ",4,5,
"MIDSIZE CARS","NISSAN","MAXIMA",3.5,6,"Auto(AV)","F",22,21,28,24,23.7,35.49,27.87,"P",,,,,,104,16,,,1783," ","VMODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","SENTRA",2,4,"Auto(AV)","F",1,29,36,32,31.9,46.4,37.12,"R",,,,,,97,13,,,1240," ","VMODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","SENTRA",2,4,"Manual(M6)","F",1,28,34,30,31.4,43.2,35.8,"R",,,,,,97,13,,,1324," ",,4,5,
"MIDSIZE CARS","NISSAN","SENTRA",2.5,4,"Auto(AV)","F",11,27,33,30,30.3,42.5,34.79,"R",,,,,,97,13,,,1324," ","VMODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","SENTRA",2.5,4,"Manual(M6)","F",11,24,31,27,26.58,40.07,31.32,"P",,,,,,97,13,,,1582," ",,4,5,
"MIDSIZE CARS","NISSAN","VERSA",1.8,4,"Auto(AV)","F",5,30,36,32,32.86,45.87,37.67,"R",,,,,,94,14,95,18,1240," ","VMODE CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","VERSA",1.8,4,"Auto(L4)","F",5,28,35,31,30.8,44.9,35.87,"R",,,,,,94,14,95,18,1284," ","CLKUP ",4,5,
"MIDSIZE CARS","NISSAN","VERSA",1.8,4,"Manual(M6)","F",5,30,34,32,33.1,44.2,37.32,"R",,,,,,94,14,95,18,1240," ",,4,5,
"MIDSIZE CARS","PONTIAC","GRAND PRIX",3.8,6,"Auto(L4)","F",116,19,28,22,20.7,36.3,25.66,"P",,,"S",,,97,16,,,1945," ","CLKUP ",2,5,
"MIDSIZE CARS","PONTIAC","GRAND PRIX",3.8,6,"Auto(L4)","F",106,20,30,24,22.1,38.9,27.43,"R",,,,,,97,16,,,1658," ","CLKUP ",2,5,
"MIDSIZE CARS","PONTIAC","GRAND PRIX",3.8,6,"Auto(S4)","F",117,19,28,22,20.6,36,25.51,"P",,,"S",,,97,16,,,1945," ","CLKUP ",2,5,
"MIDSIZE CARS","PONTIAC","GRAND PRIX",5.3,8,"Auto(S4)","F",125,18,27,21,20.24,35.5,25.09,"P",,,,,,97,16,,,2035," ","CLKUP ",2,5,
"MIDSIZE CARS","ROLLS-ROYCE","PHANTOM",6.7,12,"Auto(S6)","R",67,13,19,15,13.99,24.2,17.27,"P","G",,,,,103,14,,,2851," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","ROLLS-ROYCE","PHANTOM EWB",6.7,12,"Auto(S6)","R",67,13,19,15,13.99,24.2,17.27,"P","G",,,,,103,14,,,2851," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","SAAB","9-5 SEDAN",2.3,4,"Manual(M5)","F",158,20,30,24,22.6,38.7,27.81,"P",,"T",,,,96,16,,,1783," ",,4,5,
"MIDSIZE CARS","SAAB","9-5 SEDAN",2.3,4,"Auto(S5)","F",157,19,29,23,21.3,37.4,26.42,"P",,"T",,,,96,16,,,1860," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","SATURN","AURA",3.5,6,"Auto(L4)","F",146,20,30,24,23.1,39.75,28.47,"R",,,,,,98,15,,,1658," ","CLKUP ",2,5,
"MIDSIZE CARS","SATURN","AURA",3.6,6,"Auto(S6)","F",154,20,28,23,21.9,36.35,26.67,"R",,,,,,98,15,,,1729," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","SATURN","AURA HYBRID",2.4,4,"Auto(L4)","F",166,28,35,30,30.6,44.9,35.72,"R",,,,,,,,,,1324," ","CLKUP ",4,5,
"MIDSIZE CARS","TOYOTA","CAMRY",2.4,4,"Auto(L5)","F",4,24,33,27,26.59,42.38,31.95,"R",,,,,,101,15,,,1471," ","CLKUP ",4,5,
"MIDSIZE CARS","TOYOTA","CAMRY",2.4,4,"Manual(M5)","F",4,24,34,28,27,43.1,32.46,"R",,,,,,101,15,,,1419," ",,4,5,
"MIDSIZE CARS","TOYOTA","CAMRY",3.5,6,"Auto(S6)","F",7,22,31,25,24.5,39.8,29.62,"R",,,,,,101,15,,,1590," ","CLKUP ",4,5,
"MIDSIZE CARS","TOYOTA","CAMRY HYBRID",2.4,4,"Auto(AV)","F",10,40,38,39,44.25,48.2,45.94,"R",,,,,,101,11,,,1018,"HEV",,4,5,
"MIDSIZE CARS","TOYOTA","PRIUS",1.5,4,"Auto(AV)","F",2,60,51,55,66.6,64.8,65.78,"R",,,,,,,,96,16,723,"HEV",,4,5,
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",2,4,"Manual(M6)","F",2,23,32,27,26.03,40.84,31.1,"P",,"T",,,,96,14,,,1582," ",,4,5,
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",2,4,"Auto(S6)","F",2,22,31,25,24.3,39.2,29.31,"P",,"T",,,,96,14,,,1710," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",3.6,6,"Auto(S6)","F",1,19,28,22,21.17,35.97,25.98,"P",,,,,,96,14,,,1945," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","VOLKSWAGEN","PASSAT 4MOTION",3.6,6,"Auto(S6)",4,1,18,26,21,20.4,33.5,24.76,"P",,,,,,96,14,,,2035," ","3MODE CLKUP ",4,5,
"MIDSIZE CARS","VOLVO","S80 AWD",3.2,6,"Auto(S6)",4,17,18,26,21,19.6,33.7,24.15,"P",,,,,,99,15,,,2035," ","2MODE CLKUP ",4,5,
