"Class","Manufacturer","carline name","displ","cyl","trans","drv","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"LARGE CARS","BMW","740IL, 740IL PROTECTION",4.4,8,"Auto(L5)","R",17,23,19,18.89,29.98,22.66,"P",,,,,,107,13,,,1065,,,2,6
"LARGE CARS","BMW","750IL, 750IL PROTECTION",5.4,12,"Auto(L5)","R",13,20,16,14.7,25.4,18.14,"P","G",,,,,107,13,,,1266,"GUZZLER",,2,6
"LARGE CARS","BUICK","LESABRE",3.8,6,"Auto(L4)","F",19,30,23,21.3,38,26.55,"R",,,,,,108,18,,,783,,"CLKUP",2,6
"LARGE CARS","BUICK","PARK AVENUE",3.8,6,"Auto(L4)","F",19,30,23,21.3,38,26.55,"R",,,,,,111,19,,,783,,"CLKUP",2,6
"LARGE CARS","BUICK","PARK AVENUE",3.8,6,"Auto(L4)","F",18,27,21,20,35,24.78,"P",,,,,,111,19,,,964,,"CLKUP",2,6
"LARGE CARS","CADILLAC","DEVILLE",4.6,8,"Auto(L4)","F",17,28,21,19.1,35.3,24.07,"P",,,,,,115,19,,,964,,"CLKUP",4,6
"LARGE CARS","CHEVROLET","IMPALA",3.4,6,"Auto(L4)","F",20,32,24,21.75,40.7,27.51,"R",,,,,,105,18,,,751,,"CLKUP",2,6
"LARGE CARS","CHEVROLET","IMPALA",3.8,6,"Auto(L4)","F",20,29,23,21.8,37.6,26.88,"R",,,"S",,,105,18,,,783,,"CLKUP",2,6
"LARGE CARS","CHEVROLET","IMPALA",3.8,6,"Auto(L4)","F",20,29,23,21.8,37.6,26.88,"R",,,,,,105,18,,,783,,"CLKUP",2,6
"LARGE CARS","CHRYSLER","300 M",3.5,6,"Auto(L4)","F",18,26,21,20.4,33.8,24.83,"R",,,,,,105,17,,,857,,"VMODE CLKUP",4,6
"LARGE CARS","CHRYSLER","CONCORDE",2.7,6,"Auto(L4)","F",20,29,23,22.4,37.1,27.26,"R",,,,,,107,19,,,783,,"CLKUP",4,6
"LARGE CARS","CHRYSLER","CONCORDE",3.2,6,"Auto(L4)","F",19,27,22,20.7,35,25.36,"R",,,,,,107,19,,,819,,"CLKUP",4,6
"LARGE CARS","CHRYSLER","LHS",3.5,6,"Auto(L4)","F",18,26,21,20.05,33.35,24.43,"R",,,,,,107,19,,,857,,"CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",2.7,6,"Auto(L4)","F",20,29,23,22.4,37.1,27.26,"R",,,,,,104,18,,,783,,"CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",2.7,6,"Auto(L4)","F",20,29,23,22.4,37.2,27.28,"R",,,,,,104,18,,,783,,"VMODE CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",3.2,6,"Auto(L4)","F",19,28,22,20.7,35.4,25.46,"R",,,,,,104,18,,,819,,"VMODE CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",3.5,6,"Auto(L4)","F",18,26,21,20.4,33.8,24.83,"R",,,,,,104,18,,,857,,"VMODE CLKUP",4,6
"LARGE CARS","FORD","CROWN VICTORIA",4.6,8,"Auto(L4)","R",18,25,20,19.59,32.22,23.79,"R",,,,,,111,21,,,900,"4.6N","CLKUP",2,6
"LARGE CARS","FORD","CROWN VICTORIA",4.6,8,"Auto(L4)","R",15,23,18,16.7,29.3,20.71,"C",,,,,,111,21,,,667,"NG","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",20,28,23,21.7,35.8,26.37,"R",,,,,,104,16,,,783,"4V","CLKUP",4,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",19,29,23,21.4,36.7,26.34,"R",,,,,,104,16,,,783,"3.0F","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",19,28,23,21.54,36.08,26.31,"R",,,,,,104,16,,,783,"3.0L 2V","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",14,21,16,15.6,26.9,19.24,"E",,,,,,104,16,,,1266,"3.0F","CLKUP",2,6
"LARGE CARS","LINCOLN-MERCURY","CONTINENTAL",4.6,8,"Auto(L4)","F",17,25,20,19.15,32.16,23.41,"P",,,,,,,,,,1012,"4.6W","CLKUP",4,6
"LARGE CARS","LINCOLN-MERCURY","GRAND MARQUIS",4.6,8,"Auto(L4)","R",18,25,20,19.59,32.22,23.79,"R",,,,,,109,21,,,900,"4.6N","CLKUP",2,6
"LARGE CARS","LINCOLN-MERCURY","TOWN CAR",4.6,8,"Auto(L4)","R",17,24,20,19.26,31.35,23.31,"R",,,,,,112,21,,,900,"4.6N","CLKUP",2,6
"LARGE CARS","MERCEDES-BENZ","S430",4.3,8,"Auto(L5)","R",17,24,20,19.03,30.89,23.01,"P",,,,,,106,15,,,1012,,"EMS 2MODE CLKUP",3,6
"LARGE CARS","MERCEDES-BENZ","S500",5,8,"Auto(L5)","R",16,23,19,18.09,28.87,21.74,"P","G",,,,,106,15,,,1065,"GUZZLER","EMS 2MODE CLKUP",3,6
"LARGE CARS","PONTIAC","BONNEVILLE",3.8,6,"Auto(L4)","F",19,30,23,21.3,38,26.55,"R",,,,,,104,18,,,783,,"CLKUP",2,6
"LARGE CARS","PONTIAC","BONNEVILLE",3.8,6,"Auto(L4)","F",18,27,21,20,35,24.78,"P",,,,,,104,18,,,964,,"CLKUP",2,6
"LARGE CARS","TOYOTA","AVALON",3,6,"Auto(L4)","F",21,29,24,23.4,37.4,28.14,"R",,,,106,15,106,16,,,751,,"CLKUP",4,6
"SMALL STATION WAGONS","AUDI","A4 AVANT",2.8,6,"Auto(L5)","F",18,26,21,19.94,33.49,24.38,"P",,,,,,89,31,,,964,,"CLKUP",5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",1.8,4,"Auto(L5)",4,19,28,23,21.58,36.05,26.34,"P",,"T",,,,89,31,,,881,,"CLKUP",5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",1.8,4,"Manual(M5)",4,22,29,24,24.18,36.83,28.6,"P",,"T",,,,89,31,,,844,,,5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",2.8,6,"Auto(L5)",4,17,24,20,19,30.56,22.89,"P",,,,,,89,31,,,1012,,"CLKUP",5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",2.8,6,"Manual(M5)",4,18,25,21,20.46,31.72,24.35,"P",,,,,,89,31,,,964,,,5,7
"SMALL STATION WAGONS","BMW","323I TOURING",2.5,6,"Auto(L5)","R",19,27,22,20.6,34.7,25.21,"P",,,,,,91,26,,,921,,"2MODE",4,7
"SMALL STATION WAGONS","BMW","323I TOURING",2.5,6,"Manual(M5)","R",20,29,23,22.7,36.8,27.43,"P",,,,,,91,26,,,881,,,4,7
"SMALL STATION WAGONS","BMW","528I SPORT WAGON",2.8,6,"Auto(L4)","R",18,26,21,20.13,32.96,24.41,"P",,,,,,96,33,,,964,,,4,7
"SMALL STATION WAGONS","BMW","528I SPORT WAGON",2.8,6,"Auto(L5)","R",18,26,21,19.72,33.57,24.22,"P",,,,,,96,33,,,964,,"2MODE",4,7
"SMALL STATION WAGONS","BMW","528I SPORT WAGON",2.8,6,"Manual(M5)","R",18,26,21,20.3,33.4,24.65,"P",,,,,,96,33,,,964,,,4,7
"SMALL STATION WAGONS","BMW","540I SPORT WAGON",4.4,8,"Auto(L5)","R",15,21,18,17.2,26.9,20.53,"P","G",,,,,96,33,,,1126,"GUZZLER","3MODE",2,7
"SMALL STATION WAGONS","DAEWOO","NUBIRA STATION WAGON",2,4,"Auto(A4)","F",22,30,25,24.4,39.7,29.52,"R",,,,,,93,19,,,720,"DOHC-IL4","EMS",4,7
"SMALL STATION WAGONS","DAEWOO","NUBIRA STATION WAGON",2,4,"Manual(M5)","F",22,31,26,24.8,40.9,30.14,"R",,,,,,93,19,,,693,"DOHC-IL4",,4,7
"SMALL STATION WAGONS","HYUNDAI","ELANTRA WAGON",2,4,"Auto(L4)","F",21,30,25,23.8,38.12,28.64,"R",,,,,,,,95,32,720,,"2MODE CLKUP",4,7
"SMALL STATION WAGONS","HYUNDAI","ELANTRA WAGON",2,4,"Manual(M5)","F",23,32,27,26.1,41.29,31.28,"R",,,,,,,,95,32,666,,,4,7
"SMALL STATION WAGONS","SATURN","SW",1.9,4,"Auto(L4)","F",27,36,30,29.6,46.6,35.41,"R",,,,,,92,25,,,599,"SOHC","CLKUP",2,7
"SMALL STATION WAGONS","SATURN","SW",1.9,4,"Auto(L4)","F",25,36,29,27.89,45.84,33.86,"R",,,,,,92,25,,,621,"DOHC","CLKUP",2,7
"SMALL STATION WAGONS","SATURN","SW",1.9,4,"Manual(M5)","F",27,38,31,29.9,48.4,36.11,"R",,,,,,92,25,,,581,"DOHC","SIL",2,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.6,4,"Auto(L4)","F",26,33,29,29,42.1,33.72,"R",,,,,,86,24,,,621,,"CLKUP",4,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.6,4,"Manual(M5)","F",30,36,32,32.9,46.7,37.95,"R",,,,,,86,24,,,562,,,4,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.8,4,"Auto(L4)","F",26,33,29,28.8,42.5,33.69,"R",,,,,,86,24,,,621,,"CLKUP",4,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.8,4,"Manual(M5)","F",27,34,30,30.1,43.9,35.06,"R",,,,,,86,24,,,599,,,4,7
"SMALL STATION WAGONS","VOLVO","V40",1.9,4,"Auto(L4)","F",21,28,24,23.6,36.2,27.98,"P",,"T",,,,,,89,33,844,,"2MODE CLKUP",4,7
"MIDSIZE STATION WAGONS","AUDI","A6 AVANT QUATTRO",2.8,6,"Auto(L5)",4,17,24,20,19,30.56,22.89,"P",,,,,,99,36,,,1012,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAGON",2,4,"Auto(L4)","F",26,33,29,29.19,42.2,33.89,"R",,,,96,36,96,36,,,621,"2.0L CVH","CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAGON",2,4,"Auto(L4)","F",25,32,28,28.11,40.42,32.58,"R",,,,96,36,96,36,,,643,"2.0Z","CLKUP",4,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",19,27,22,20.7,34.7,25.29,"R",,,,,,104,39,,,819,"3.0F","CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",19,27,22,20.8,34.11,25.23,"R",,,,,,104,39,,,819,"3.0L 2V","CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",19,27,22,21.1,34.35,25.53,"R",,,,,,104,39,,,819,"3.0M","CLKUP",4,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",14,20,16,15.1,25.4,18.47,"E",,,,,,104,39,,,1266,"3.0F","CLKUP",2,8
"MIDSIZE STATION WAGONS","LEXUS","RX 300 2WD",3,6,"Auto(L4)","F",19,24,21,20.85,30.15,24.21,"R",,,,,,,,101,32,857,,"2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","LEXUS","RX 300 4WD",3,6,"Auto(L4)",4,18,22,20,20.3,28.7,23.38,"R",,,,,,,,101,32,900,,"2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","LINCOLN-MERCURY","SABLE WAGON",3,6,"Auto(L4)","F",19,27,22,21.1,34.35,25.53,"R",,,,,,104,39,,,819,"3.0M","CLKUP",4,8
"MIDSIZE STATION WAGONS","LINCOLN-MERCURY","SABLE WAGON",3,6,"Auto(L4)","F",19,27,22,20.8,34.11,25.23,"R",,,,,,104,39,,,819,"3.0L 2V","CLKUP",2,8
"MIDSIZE STATION WAGONS","MERCEDES-BENZ","E320 (WAGON)",3.2,6,"Auto(L5)","R",20,27,23,22.39,34.37,26.56,"P",,,,,,98,44,,,881,,"EMS 2MODE CLKUP",3,8
"MIDSIZE STATION WAGONS","MERCEDES-BENZ","E320 4MATIC (WAGON)",3.2,6,"Auto(L5)",4,20,26,22,21.77,33.46,25.83,"P",,,,,,98,44,,,921,,"EMS 2MODE CLKUP",3,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Auto(L4)","F",19,27,22,21.6,34.2,25.89,"P",,"T",,,,100,37,,,921,"B235R","2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Auto(L4)","F",19,26,21,20.6,33.05,24.81,"R",,"T",,,,100,37,,,857,"B235E","2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Manual(M5)","F",21,28,24,23.1,35.95,27.53,"R",,"T",,,,100,37,,,751,"B235E",,4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Manual(M5)","F",19,27,22,21.5,34.8,25.97,"P",,"T",,,,100,37,,,921,"B235R",,4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",3,6,"Auto(L4)","F",19,26,21,20.6,32.7,24.72,"P",,"T",,,,100,37,,,964,"B308E","2MODE",4,8
"MIDSIZE STATION WAGONS","SATURN","LW",2.2,4,"Auto(L4)","F",22,30,25,24.5,39.1,29.45,"R",,,,,,,,,,720,,"CLKUP",2,8
"MIDSIZE STATION WAGONS","SATURN","LW",3,6,"Auto(L4)","F",20,26,22,22.2,33.6,26.2,"R",,,,,,,,,,819,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD",2.5,4,"Auto(L4)",4,22,27,24,24.08,34.42,27.85,"R",,,,,,96,34,,,751,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD",2.5,4,"Manual(M5)",4,21,28,24,23.77,35.5,27.92,"R",,,,,,96,34,,,751,,,4,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",1.8,4,"Auto(L5)","F",20,29,23,22.34,37.75,27.36,"P",,"T",,,,97,39,,,881,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",1.8,4,"Manual(M5)","F",24,31,27,26.57,40.07,31.32,"P",,"T",,,,97,39,,,749,,,5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",2.8,6,"Auto(L5)","F",18,26,21,19.94,33.49,24.38,"P",,,,,,97,39,,,964,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",2.8,6,"Manual(M5)","F",20,29,23,22,36.8,26.86,"P",,,,,,97,39,,,881,,,5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON 4MOTION",2.8,6,"Auto(L5)",4,17,24,20,19.06,30.35,22.89,"P",,,,,,97,36,,,1012,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","VOLVO","V70",2.3,5,"Auto(L4)","F",19,27,22,21.15,34.95,25.72,"P",,"T",,,,,,98,37,921,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70",2.3,5,"Manual(M5)","F",20,27,23,22.46,35.16,26.82,"P",,"T",,,,,,98,37,881,,,4,8
"MIDSIZE STATION WAGONS","VOLVO","V70",2.4,5,"Auto(L4)","F",19,27,22,21.55,34.06,25.81,"P",,"T",,,,,,98,37,921,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70",2.4,5,"Auto(L5)","F",20,28,23,22.68,36.35,27.3,"P",,,,,,,,98,37,881,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70",2.4,5,"Manual(M5)","F",21,29,24,23.56,36.69,28.08,"P",,,,,,,,98,37,844,,,4,8
"MIDSIZE STATION WAGONS","VOLVO","V70AWD",2.4,5,"Auto(L4)",4,18,25,21,20.44,31.52,24.28,"P",,"T",,,,,,98,37,964,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70AWD",2.4,5,"Auto(L5)",4,18,23,20,19.98,30.03,23.52,"P",,"T",,,,,,98,37,1012,,"CLKUP",4,8
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",2.2,4,"Auto(L4)","R",19,26,22,21.16,32.94,25.22,"R",,,,,,,,,,819,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",2.2,4,"Auto(L4)","R",19,25,21,20.61,32.33,24.63,"R",,,,,,,,,,857,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",2.2,4,"Manual(M5)","R",23,29,25,25.5,36.7,29.56,"R",,,,,,,,,,720,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",2.2,4,"Manual(M5)","R",22,28,24,24.4,35.5,28.4,"R",,,,,,,,,,751,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",4.3,6,"Auto(L4)","R",17,22,19,18.83,28.41,22.2,"R",,,,,,,,,,947,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",4.3,6,"Manual(M5)","R",17,23,20,19.34,29.6,22.91,"R",,,,,,,,,,900,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",2.2,4,"Auto(L4)","R",19,26,22,21.16,32.94,25.22,"R",,,,,,,,,,819,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",2.2,4,"Auto(L4)","R",19,25,21,20.61,32.33,24.63,"R",,,,,,,,,,857,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",2.2,4,"Manual(M5)","R",23,29,25,25.5,36.7,29.56,"R",,,,,,,,,,720,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",2.2,4,"Manual(M5)","R",22,28,24,24.4,35.5,28.4,"R",,,,,,,,,,751,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",4.3,6,"Auto(L4)","R",17,22,19,18.82,28.41,22.19,"R",,,,,,,,,,947,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",4.3,6,"Manual(M5)","R",17,23,20,19.32,29.6,22.9,"R",,,,,,,,,,900,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",2.2,4,"Auto(L4)","R",19,26,22,21.16,32.94,25.22,"R",,,,,,,,,,819,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",2.2,4,"Auto(L4)","R",19,25,21,20.61,32.33,24.63,"R",,,,,,,,,,857,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",2.2,4,"Manual(M5)","R",23,29,25,25.5,36.7,29.56,"R",,,,,,,,,,720,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",2.2,4,"Manual(M5)","R",22,28,24,24.4,35.5,28.4,"R",,,,,,,,,,751,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",4.3,6,"Auto(L4)","R",17,22,19,18.85,28.45,22.23,"R",,,,,,,,,,947,,"CLKUP",2,10
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.3,6,"Auto(L4)","R",16,20,18,18,25.7,20.81,"R",,,,,,,,,,1001,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.3,6,"Manual(M5)","R",17,23,19,19.01,28.88,22.47,"R",,,,,,,,,,947,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.8,8,"Auto(L4)","R",16,21,18,17.87,26.47,20.93,"R",,,,,,,,,,1001,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.8,8,"Manual(M5)","R",16,20,17,17.24,26.19,20.38,"R",,,,,,,,,,1058,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",5.3,8,"Auto(L4)","R",16,20,17,17.48,25.76,20.44,"R",,,,,,,,,,1058,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C2500 SILVERADO 2WD",5.3,8,"Auto(L4)","R",15,19,17,17.1,24.9,19.91,"R",,,,,,,,,,1058,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C2500 SILVERADO 2WD",6,8,"Auto(L4)","R",12,16,14,13.44,20.39,15.88,"R",,,,,,,,,,1285,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",2.5,4,"Manual(M5)","R",20,24,22,22.36,31.38,25.68,"R",,,,,,,,,,819,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",3.9,6,"Auto(L4)","R",16,21,18,18.01,27.12,21.22,"R",,,,,,,,,,1001,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",3.9,6,"Manual(M5)","R",17,23,19,18.52,29.51,22.25,"R",,,,,,,,,,947,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",4.7,8,"Auto(L4)","R",15,20,17,16.45,25.05,19.46,"R",,,,,,,,,,1058,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",4.7,8,"Manual(M5)","R",14,20,16,15.81,25.48,19.06,"R",,,,,,,,,,1125,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",5.9,8,"Auto(L4)","R",12,17,14,13.89,21.94,16.63,"R",,,,,,,,,,1285,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",3.9,6,"Auto(L4)","R",15,20,17,16.8,25.9,19.96,"R",,,,,,,,,,1058,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",3.9,6,"Manual(M5)","R",15,21,17,16.39,26.6,19.82,"R",,,,,,,,,,1058,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",5.2,8,"Auto(L4)","R",13,18,15,14.49,23.67,17.56,"R",,,,,,,,,,1201,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",5.2,8,"Manual(M5)","R",14,19,16,15.11,24.48,18.26,"R",,,,,,,,,,1125,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",5.9,8,"Auto(L4)","R",12,18,14,13.44,23.1,16.55,"R",,,,,,,,,,1285,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.2,6,"Auto(L4)","R",16,20,18,17.7,26.1,20.7,"R",,,,,,,,,,1001,"4.2E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.2,6,"Manual(M5)","R",16,21,18,17.98,26.7,21.08,"R",,,,,,,,,,1001,"4.2E-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.6,8,"Auto(L4)","R",15,20,17,17.15,26.02,20.26,"R",,,,,,,,,,1058,"4.6E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.6,8,"Manual(M5)","R",15,20,17,16.31,26.1,19.62,"R",,,,,,,,,,1058,"4.6E-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",5.4,8,"Auto(L4)","R",15,19,16,16.2,24.5,19.11,"R",,,,,,,,,,1125,"5.4E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",5.4,8,"Auto(L4)","R",12,16,14,13.5,20.6,15.98,"C",,,,,,,,,,857,"NGV","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","LIGHTING PICKUP 2WD",5.4,8,"Auto(L4)","R",13,17,14,14.3,21.3,16.78,"P",,,"S",,,,,,,1446,"5.4S/C","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER FFV - 2WD",3,6,"Auto(L4)","R",17,22,19,18.47,28.37,21.91,"R",,,,,,,,,,947,"3.0F-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER FFV - 2WD",3,6,"Auto(L4)","R",12,16,14,13.39,20.38,15.83,"E",,,,,,,,,,1446,"3.0F-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER FFV - 2WD",3,6,"Manual(M5)","R",18,23,20,19.51,29.23,22.94,"R",,,,,,,,,,900,"3.0F-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER FFV - 2WD",3,6,"Manual(M5)","R",13,17,15,14.55,21.64,17.07,"E",,,,,,,,,,1351,"3.0F-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",2.5,4,"Auto(L4)","R",20,25,22,22.04,31.53,25.49,"R",,,,,,,,,,819,"2.5E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",2.5,4,"Manual(M5)","R",22,27,24,24.8,34.1,28.27,"R",,,,,,,,,,751,"2.5E-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",4,6,"Auto(L5)","R",16,21,18,17.54,26.86,20.79,"R",,,,,,,,,,1001,"4.0E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",4,6,"Manual(M5)","R",18,22,19,19.68,28.51,22.87,"R",,,,,,,,,,947,"4.0E-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.3,6,"Auto(L4)","R",16,20,18,18,25.7,20.81,"R",,,,,,,,,,1001,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.3,6,"Manual(M5)","R",17,23,19,19.2,29.6,22.81,"R",,,,,,,,,,947,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.8,8,"Auto(L4)","R",16,21,18,17.88,26.47,20.94,"R",,,,,,,,,,1001,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.8,8,"Manual(M5)","R",16,20,17,17.27,26.24,20.41,"R",,,,,,,,,,1058,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",5.3,8,"Auto(L4)","R",16,20,17,17.48,25.76,20.44,"R",,,,,,,,,,1058,,"CLKUP",2,12
