"Class","Manufacturer","carline name","displ","cyl","trans","drv","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"SPEC PURP VEH - S.U.V. - 4WD","LEXUS","LX 470",4.7,6,"Auto(L4)",4,13,16,15,14.9,20.9,17.11,"R",,,,,,,,,,1201,,"2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","LINCOLN","NAVIGATOR 4WD",5.4,8,"Auto(L4)",4,12,17,14,13.6,21.3,16.24,"P",,,,,,,,,,1446,"5.4V-4","CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","ML320",3.2,6,"Auto(L5)",4,16,20,18,18.1,25.5,20.82,"P",,,,,,,,,,1126,,"EMS 2MODE CLKUP",3,23
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","ML430",4.3,8,"Auto(L5)",4,15,19,17,17.1,24.1,19.67,"P",,,,,,,,,,1191,,"EMS 2MODE CLKUP",3,23
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","ML55",5.5,8,"Auto(L5)",4,14,17,15,15.2,22.1,17.68,"P",,,,,,,,,,1351,,"EMS 2MODE CLKUP",3,23
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MOUNTAINEER 4WD",4,6,"Auto(L5)",4,16,20,18,17.7,26.2,20.73,"R",,,,,,,,,,1001,"4.0S-4","CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MOUNTAINEER 4WD",5,8,"Auto(L4)",4,14,20,16,15.43,25.05,18.65,"R",,,,,,,,,,1125,5.00E-04,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MITSUBISHI MONTERO",3,6,"Auto(L4)",4,16,20,18,18.18,25.34,20.83,"R",,,,,,,,,,1001,"SOHC","CMODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MITSUBISHI MONTERO",3,6,"Manual(M5)",4,16,18,17,17.3,23.2,19.54,"R",,,,,,,,,,1058,"SOHC",,4,23
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MITSUBISHI MONTERO",3.5,6,"Auto(L4)",4,16,19,17,17.38,24.7,20.06,"R",,,,,,,,,,1058,"SOHC","CMODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MITSUBISHI MONTERO SPORT 4WD",3,6,"Auto(L4)",4,17,20,18,19.05,25.91,21.63,"R",,,,,,,,,,1001,"SOHC","CMODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MITSUBISHI MONTERO SPORT 4WD",3.5,6,"Auto(L4)",4,15,18,16,17.17,23.01,19.38,"R",,,,,,,,,,1125,"SOHC","CMODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MITSUBISHI NATIVA 4WD",3,6,"Auto(L4)",4,17,20,18,19.05,25.91,21.63,"R",,,,,,,,,,1001,"SOHC","CMODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","PATHFINDER 4WD",3.3,6,"Auto(L4)",4,15,19,16,16.7,23.75,19.27,"R",,,,,,,,,,1125,,"2MODE 2LKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","PATHFINDER 4WD",3.3,6,"Manual(M5)",4,16,18,17,17.61,22.65,19.57,"R",,,,,,,,,,1058,,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","XTERRA V6-4WD",3.3,6,"Auto(L4)",4,15,19,16,16.82,23.73,19.35,"R",,,,,,,,,,1125,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","XTERRA V6-4WD",3.3,6,"Manual(M5)",4,16,18,17,17.99,23.19,20.01,"R",,,,,,,,,,1058,,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","OLDSMOBILE","BRAVADA AWD",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","FORESTER AWD",2.5,4,"Auto(L4)",4,22,27,24,24.1,34.46,27.87,"R",,,,,,95,33,,,751,,"CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","FORESTER AWD",2.5,4,"Manual(M5)",4,21,28,24,23.77,35.5,27.92,"R",,,,,,95,33,,,751,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","GRAND VITARA 4-DOOR 4WD",2.5,6,"Auto(L4)",4,18,20,19,20.5,26,22.66,"R",,,,,,,,,,947,,"2MODE 2LKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","GRAND VITARA 4-DOOR 4WD",2.5,6,"Manual(M5)",4,19,21,20,20.9,27.4,23.4,"R",,,,,,,,,,900,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","VITARA 2-DOOR 4WD",1.6,4,"Auto(L4)",4,24,27,25,26.6,34.1,29.52,"R",,,,,,,,,,720,,"2MODE 2LKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","VITARA 2-DOOR 4WD",1.6,4,"Manual(M5)",4,25,27,26,27.89,35.05,30.72,"R",,,,,,,,,,693,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","VITARA 2-DOOR 4WD",2,4,"Auto(L4)",4,23,25,24,25.3,31.7,27.83,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","VITARA 2-DOOR 4WD",2,4,"Manual(M5)",4,22,24,23,24.6,31.2,27.19,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","VITARA 4-DOOR 4WD",2,4,"Auto(L4)",4,23,25,24,25.1,31.8,27.73,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","VITARA 4-DOOR 4WD",2,4,"Manual(M5)",4,22,25,23,24.5,31.6,27.26,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","4RUNNER 4WD",2.7,4,"Auto(L4)",4,19,21,20,20.7,27.46,23.28,"R",,,,,,,,,,900,,"2MODE",4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","4RUNNER 4WD",2.7,4,"Manual(M5)",4,17,21,19,18.95,26.95,21.87,"R",,,,,,,,,,947,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","4RUNNER 4WD",3.4,6,"Auto(L4)",4,17,19,18,18.63,24.96,21.03,"R",,,,,,,,,,1001,,"2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","4RUNNER 4WD",3.4,6,"Manual(M5)",4,17,20,18,18.6,25.02,21.03,"R",,,,,,,,,,1001,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","LAND CRUISER WAGON 4WD",4.7,6,"Auto(L4)",4,13,16,15,14.9,20.9,17.11,"R",,,,,,,,,,1201,,"2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","RAV4 4WD",2,4,"Auto(L4)",4,22,26,24,24.27,33.8,27.8,"R",,,,,,,,,,751,,"2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","RAV4 4WD",2,4,"Manual(M5)",4,22,25,23,23.9,31.75,26.89,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","RAV4 SOFT TOP 4WD",2,4,"Auto(L4)",4,22,27,24,24.91,34.02,28.32,"R",,,,,,,,,,751,,"2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","RAV4 SOFT TOP 4WD",2,4,"Manual(M5)",4,22,26,24,24.9,33.4,28.12,"R",,,,,,,,,,751,,,4,23
